Foot,Phase,Slope,Intervention,Max Flexion,Max Abduction,Max Adduction,Max Internal Rotation,Max External Rotation,,,,,,,,,,,,,
Left,P1,15,3,143.84,N/A,-1.95,6.87,N/A,,,,,,,,,,,,,
Left,P1,15,3,143.19,N/A,-0.66,5.42,N/A,,,,,,,,,,,,,
Left,P1,15,3,111.66,4.32,N/A,2.29,N/A,,,,,,,,,,,,,
Left,P1,15,3,109.01,6.87,N/A,1.43,-0.54,,,,,,,,,,,,,
Left,P1,15,3,109.90,7.19,N/A,2.78,N/A,,,,,,,,,,,,,
Left,P1,15,3,103.44,8.81,N/A,1.18,-0.72,,,,,,,,,,,,,
Left,P1,15,3,103.89,8.04,N/A,2.02,N/A,,,,,,,,,,,,,
Left,P1,15,4,147.89,N/A,-8.77,2.16,-2.30,,,,,,,,,,,,,
Left,P1,15,4,149.46,N/A,-7.01,N/A,-2.05,,,,,,,,,,,,,
Left,P1,15,4,148.43,N/A,-8.95,3.55,-4.93,,,,,,,,,,,,,
Left,P1,15,4,147.00,N/A,-7.42,2.50,-4.94,,,,,,,,,,,,,
Left,P1,15,4,149.51,N/A,-8.60,3.97,-0.37,,,,,,,,,,,,,
Left,P1,15,4,117.19,17.00,N/A,N/A,-6.40,,,,,,,,,,,,,
Left,P1,15,4,115.93,18.61,N/A,N/A,-7.62,,,,,,,,,,,,,
Left,P1,15,4,113.80,17.26,N/A,N/A,-4.84,,,,,,,,,,,,,
Left,P1,15,4,119.03,18.50,N/A,N/A,-6.80,,,,,,,,,,,,,
Left,P1,15,4,114.64,20.54,N/A,N/A,-4.75,,,,,,,,,,,,,
Left,P1,15,4,138.32,N/A,-3.84,N/A,-8.35,,,,,,,,,,,,,
Left,P1,15,4,141.34,N/A,-9.43,N/A,-9.26,,,,,,,,,,,,,
Left,P1,15,4,138.31,N/A,-7.27,N/A,-12.09,,,,,,,,,,,,,
Left,P1,15,4,139.98,N/A,-8.51,N/A,-9.33,,,,,,,,,,,,,
Left,P1,15,4,142.22,N/A,-9.65,N/A,-8.60,,,,,,,,,,,,,
Left,P1,15,4,151.94,9.11,N/A,N/A,-21.29,,,,,,,,,,,,,
Left,P1,15,4,153.42,11.54,N/A,N/A,-26.82,,,,,,,,,,,,,
Left,P1,15,4,152.38,10.79,N/A,N/A,-26.32,,,,,,,,,,,,,
Left,P1,15,4,151.80,10.08,N/A,N/A,-26.25,,,,,,,,,,,,,
Left,P1,15,4,150.81,11.20,N/A,N/A,-27.91,,,,,,,,,,,,,
Left,P1,15,4,107.29,20.45,N/A,4.17,-0.12,,,,,,,,,,,,,
Left,P1,15,4,99.15,21.09,N/A,5.84,N/A,,,,,,,,,,,,,
Left,P1,15,4,103.81,18.59,N/A,6.37,N/A,,,,,,,,,,,,,
Left,P1,15,4,105.52,21.09,N/A,7.69,N/A,,,,,,,,,,,,,
Left,P1,15,4,100.40,20.90,N/A,7.68,N/A,,,,,,,,,,,,,
Left,P1,15,4,140.91,N/A,-7.38,14.99,N/A,,,,,,,,,,,,,
Left,P1,15,4,141.31,N/A,-6.08,12.16,N/A,,,,,,,,,,,,,
Left,P1,15,4,140.81,N/A,-7.29,15.72,N/A,,,,,,,,,,,,,
Left,P1,15,4,138.79,N/A,-6.28,12.87,N/A,,,,,,,,,,,,,
Left,P1,15,4,137.50,N/A,-5.30,14.90,N/A,,,,,,,,,,,,,
Left,P1,15,4,104.28,8.02,-2.82,3.06,-2.94,,,,,,,,,,,,,
Left,P1,15,4,111.78,9.63,N/A,4.95,-0.53,,,,,,,,,,,,,
Left,P1,15,4,134.16,1.65,-1.63,14.03,-0.84,,,,,,,,,,,,,
Left,P1,15,4,113.97,5.45,-2.62,0.30,-5.33,,,,,,,,,,,,,
Left,P1,15,4,114.22,2.66,-2.66,2.53,-5.45,,,,,,,,,,,,,
Left,P1,15,4,138.45,2.80,N/A,N/A,-7.93,,,,,,,,,,,,,
Left,P1,15,4,140.32,1.70,N/A,N/A,-3.07,,,,,,,,,,,,,
Left,P1,15,4,139.08,2.56,N/A,N/A,-1.69,,,,,,,,,,,,,
Left,P1,15,4,139.48,2.66,N/A,4.99,N/A,,,,,,,,,,,,,
Left,P1,15,4,137.93,1.80,N/A,5.75,N/A,,,,,,,,,,,,,
Left,P1,15,4,135.75,1.76,-0.89,7.36,N/A,,,,,,,,,,,,,
Left,P1,15,4,135.81,0.66,-1.64,7.80,N/A,,,,,,,,,,,,,
Left,P1,15,4,136.59,0.64,-1.38,7.42,N/A,,,,,,,,,,,,,
Left,P1,15,4,136.86,1.52,-1.09,8.11,N/A,,,,,,,,,,,,,
Left,P1,15,4,136.35,0.62,-0.95,8.73,N/A,,,,,,,,,,,,,
Left,P1,30,1,119.91,6.54,N/A,N/A,-11.57,,,,,,,,,,,,,
Left,P1,30,1,144.71,N/A,-8.48,9.41,-2.43,,,,,,,,,,,,,
Left,P1,30,1,146.60,N/A,-8.15,16.05,N/A,,,,,,,,,,,,,
Left,P1,30,1,144.76,N/A,-7.88,11.38,N/A,,,,,,,,,,,,,
Left,P1,30,1,146.71,N/A,-8.09,11.14,N/A,,,,,,,,,,,,,
Left,P1,30,1,117.98,22.65,N/A,N/A,-4.31,,,,,,,,,,,,,
Left,P1,30,1,117.56,26.48,N/A,N/A,-21.48,,,,,,,,,,,,,
Left,P1,30,1,118.28,21.76,N/A,N/A,-10.33,,,,,,,,,,,,,
Left,P1,30,1,122.81,18.67,N/A,N/A,-9.86,,,,,,,,,,,,,
Left,P1,30,1,126.25,19.42,N/A,N/A,-8.98,,,,,,,,,,,,,
Left,P1,30,1,144.00,N/A,-6.19,2.19,-5.91,,,,,,,,,,,,,
Left,P1,30,1,141.86,N/A,-5.40,0.68,-1.78,,,,,,,,,,,,,
Left,P1,30,1,144.30,N/A,-5.97,2.07,-7.56,,,,,,,,,,,,,
Left,P1,30,1,142.92,N/A,-4.13,0.29,-4.36,,,,,,,,,,,,,
Left,P1,30,1,143.71,N/A,-5.26,N/A,-5.01,,,,,,,,,,,,,
Left,P1,30,1,153.97,12.97,N/A,N/A,-10.81,,,,,,,,,,,,,
Left,P1,30,1,157.32,12.69,N/A,N/A,-13.69,,,,,,,,,,,,,
Left,P1,30,1,154.98,13.06,N/A,N/A,-10.44,,,,,,,,,,,,,
Left,P1,30,1,155.45,12.83,N/A,N/A,-9.45,,,,,,,,,,,,,
Left,P1,30,1,158.45,12.62,N/A,N/A,-14.84,,,,,,,,,,,,,
Left,P1,30,1,131.57,13.20,N/A,1.90,-4.14,,,,,,,,,,,,,
Left,P1,30,1,93.59,14.57,N/A,N/A,-4.34,,,,,,,,,,,,,
Left,P1,30,1,92.47,15.08,N/A,N/A,-4.33,,,,,,,,,,,,,
Left,P1,30,1,89.72,15.63,N/A,N/A,-2.75,,,,,,,,,,,,,
Left,P1,30,1,91.61,17.21,N/A,0.76,-2.84,,,,,,,,,,,,,
Left,P1,30,1,152.39,4.63,N/A,16.32,N/A,,,,,,,,,,,,,
Left,P1,30,1,153.42,3.21,N/A,18.80,N/A,,,,,,,,,,,,,
Left,P1,30,1,151.25,2.49,N/A,20.90,N/A,,,,,,,,,,,,,
Left,P1,30,1,152.07,4.61,N/A,15.32,N/A,,,,,,,,,,,,,
Left,P1,30,1,153.50,3.72,N/A,12.85,N/A,,,,,,,,,,,,,
Left,P1,30,1,137.85,0.19,-5.33,6.82,-0.29,,,,,,,,,,,,,
Left,P1,30,1,139.08,0.16,-5.42,6.82,N/A,,,,,,,,,,,,,
Left,P1,30,1,138.89,1.30,-4.67,5.38,-6.37,,,,,,,,,,,,,
Left,P1,30,1,139.09,N/A,-5.67,7.13,-2.21,,,,,,,,,,,,,
Left,P1,30,1,138.99,1.18,-4.80,5.22,-9.12,,,,,,,,,,,,,
Left,P1,30,1,143.61,N/A,-2.64,7.50,N/A,,,,,,,,,,,,,
Left,P1,30,1,144.56,N/A,-0.90,7.00,N/A,,,,,,,,,,,,,
Left,P1,30,1,143.84,0.22,-1.01,7.83,N/A,,,,,,,,,,,,,
Left,P1,30,1,143.47,N/A,-1.35,7.38,N/A,,,,,,,,,,,,,
Left,P1,30,1,143.83,N/A,-1.44,7.02,N/A,,,,,,,,,,,,,
Left,P1,30,1,141.54,3.81,-2.87,20.68,N/A,,,,,,,,,,,,,
Left,P1,30,1,142.07,3.37,-2.59,19.35,N/A,,,,,,,,,,,,,
Left,P1,30,1,146.29,0.21,-8.44,22.76,N/A,,,,,,,,,,,,,
Left,P1,30,1,143.70,1.82,-4.01,20.37,N/A,,,,,,,,,,,,,
Left,P1,30,1,142.30,N/A,-3.89,20.62,N/A,,,,,,,,,,,,,
Left,P1,30,2,92.18,N/A,-9.91,N/A,-10.60,,,,,,,,,,,,,
Left,P1,30,2,93.37,N/A,-14.42,N/A,-16.02,,,,,,,,,,,,,
Left,P1,30,2,98.13,N/A,-12.00,N/A,-14.33,,,,,,,,,,,,,
Left,P1,30,2,92.80,N/A,-10.79,N/A,-15.65,,,,,,,,,,,,,
Left,P1,30,2,101.86,N/A,-8.63,N/A,-9.19,,,,,,,,,,,,,
Left,P1,30,2,99.98,12.88,N/A,N/A,-12.81,,,,,,,,,,,,,
Left,P1,30,2,101.79,15.64,N/A,N/A,-10.00,,,,,,,,,,,,,
Left,P1,30,2,100.70,13.62,N/A,N/A,-8.73,,,,,,,,,,,,,
Left,P1,30,2,100.30,14.96,N/A,N/A,-9.27,,,,,,,,,,,,,
Left,P1,30,2,102.93,16.70,N/A,N/A,-7.94,,,,,,,,,,,,,
Left,P1,30,2,141.15,N/A,-7.09,N/A,-9.16,,,,,,,,,,,,,
Left,P1,30,2,141.79,N/A,-8.09,N/A,-10.54,,,,,,,,,,,,,
Left,P1,30,2,140.75,N/A,-8.41,N/A,-11.77,,,,,,,,,,,,,
Left,P1,30,2,140.36,N/A,-8.58,N/A,-11.98,,,,,,,,,,,,,
Left,P1,30,2,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P1,30,2,153.96,10.83,N/A,N/A,-21.40,,,,,,,,,,,,,
Left,P1,30,2,151.90,7.90,N/A,N/A,-19.16,,,,,,,,,,,,,
Left,P1,30,2,153.57,8.18,N/A,N/A,-22.11,,,,,,,,,,,,,
Left,P1,30,2,153.41,7.51,N/A,N/A,-21.26,,,,,,,,,,,,,
Left,P1,30,2,153.98,7.30,N/A,N/A,-24.85,,,,,,,,,,,,,
Left,P1,30,2,128.03,5.88,-3.40,3.18,-3.90,,,,,,,,,,,,,
Left,P1,30,2,128.44,3.73,-0.82,1.98,-5.32,,,,,,,,,,,,,
Left,P1,30,2,128.20,2.57,-1.83,1.45,-7.37,,,,,,,,,,,,,
Left,P1,30,2,129.82,3.97,-0.09,1.26,-8.38,,,,,,,,,,,,,
Left,P1,30,2,130.10,5.78,-3.81,0.63,-6.31,,,,,,,,,,,,,
Left,P1,30,2,149.05,N/A,-9.38,10.56,N/A,,,,,,,,,,,,,
Left,P1,30,2,146.73,N/A,-7.64,5.85,-2.29,,,,,,,,,,,,,
Left,P1,30,2,147.42,N/A,-10.24,11.29,N/A,,,,,,,,,,,,,
Left,P1,30,2,148.82,N/A,-13.47,8.06,N/A,,,,,,,,,,,,,
Left,P1,30,2,149.22,N/A,-11.07,8.39,-2.28,,,,,,,,,,,,,
Left,P1,30,2,85.47,0.69,-16.83,N/A,-7.29,,,,,,,,,,,,,
Left,P1,30,2,91.18,6.01,-11.71,0.50,-3.48,,,,,,,,,,,,,
Left,P1,30,2,99.22,7.29,-7.27,1.19,-2.36,,,,,,,,,,,,,
Left,P1,30,2,94.90,8.06,-9.64,1.80,-1.34,,,,,,,,,,,,,
Left,P1,30,2,124.65,2.36,-2.21,7.95,N/A,,,,,,,,,,,,,
Left,P1,30,2,138.95,N/A,-5.11,N/A,-6.94,,,,,,,,,,,,,
Left,P1,30,2,139.08,N/A,-6.52,N/A,-11.79,,,,,,,,,,,,,
Left,P1,30,2,139.72,N/A,-6.29,N/A,-12.01,,,,,,,,,,,,,
Left,P1,30,2,139.70,N/A,-6.78,N/A,-10.49,,,,,,,,,,,,,
Left,P1,30,2,139.48,N/A,-8.33,N/A,-12.16,,,,,,,,,,,,,
Left,P1,30,2,95.19,0.93,-5.08,N/A,-2.81,,,,,,,,,,,,,
Left,P1,30,2,91.10,3.12,-6.40,N/A,-5.52,,,,,,,,,,,,,
Left,P1,30,2,88.90,4.49,-7.46,N/A,-4.67,,,,,,,,,,,,,
Left,P1,30,2,89.42,3.33,-7.56,N/A,-3.99,,,,,,,,,,,,,
Left,P1,30,2,90.06,3.81,-8.45,N/A,-4.25,,,,,,,,,,,,,
Left,P1,30,3,95.52,N/A,-6.86,N/A,-10.54,,,,,,,,,,,,,
Left,P1,30,3,96.86,N/A,-8.66,N/A,-6.57,,,,,,,,,,,,,
Left,P1,30,3,101.48,N/A,-11.50,N/A,-4.93,,,,,,,,,,,,,
Left,P1,30,3,103.88,N/A,-11.14,0.62,-4.23,,,,,,,,,,,,,
Left,P1,30,3,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P1,30,3,97.53,13.15,N/A,N/A,-11.85,,,,,,,,,,,,,
Left,P1,30,3,96.96,13.72,N/A,N/A,-9.77,,,,,,,,,,,,,
Left,P1,30,3,96.41,16.60,N/A,N/A,-7.28,,,,,,,,,,,,,
Left,P1,30,3,94.72,15.47,N/A,N/A,-6.96,,,,,,,,,,,,,
Left,P1,30,3,94.77,16.53,N/A,N/A,-2.64,,,,,,,,,,,,,
Left,P1,30,3,144.42,N/A,-3.31,2.20,-3.31,,,,,,,,,,,,,
Left,P1,30,3,144.01,N/A,-4.60,N/A,-5.41,,,,,,,,,,,,,
Left,P1,30,3,143.77,N/A,-4.57,N/A,-7.09,,,,,,,,,,,,,
Left,P1,30,3,144.56,N/A,-5.12,N/A,-5.82,,,,,,,,,,,,,
Left,P1,30,3,145.53,N/A,-6.73,N/A,-6.57,,,,,,,,,,,,,
Left,P1,30,3,152.49,12.32,N/A,N/A,-12.40,,,,,,,,,,,,,
Left,P1,30,3,151.40,11.93,N/A,N/A,-14.67,,,,,,,,,,,,,
Left,P1,30,3,151.48,11.39,N/A,N/A,-14.62,,,,,,,,,,,,,
Left,P1,30,3,152.35,12.52,N/A,N/A,-19.20,,,,,,,,,,,,,
Left,P1,30,3,152.93,12.18,N/A,N/A,-15.91,,,,,,,,,,,,,
Left,P1,30,3,74.45,6.98,-2.73,0.35,-0.64,,,,,,,,,,,,,
Left,P1,30,3,76.12,8.75,-1.82,1.14,-0.53,,,,,,,,,,,,,
Left,P1,30,3,75.29,9.38,-3.82,2.95,N/A,,,,,,,,,,,,,
Left,P1,30,3,75.88,10.55,-2.43,2.19,N/A,,,,,,,,,,,,,
Left,P1,30,3,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P1,30,3,155.18,1.43,-6.29,14.82,N/A,,,,,,,,,,,,,
Left,P1,30,3,150.48,N/A,-7.30,8.30,-0.79,,,,,,,,,,,,,
Left,P1,30,3,152.60,0.04,-10.08,5.93,-1.52,,,,,,,,,,,,,
Left,P1,30,3,152.73,1.79,-11.11,8.46,-2.69,,,,,,,,,,,,,
Left,P1,30,3,152.12,0.54,-7.25,9.06,-3.17,,,,,,,,,,,,,
Left,P1,30,3,131.62,N/A,-6.66,N/A,-14.76,,,,,,,,,,,,,
Left,P1,30,3,125.09,N/A,-9.42,N/A,-14.73,,,,,,,,,,,,,
Left,P1,30,3,102.66,2.26,-15.07,N/A,-14.12,,,,,,,,,,,,,
Left,P1,30,3,128.79,0.10,-10.51,3.95,-4.38,,,,,,,,,,,,,
Left,P1,30,3,125.36,N/A,-4.26,2.35,-7.67,,,,,,,,,,,,,
Left,P1,30,3,145.45,N/A,-4.07,2.46,N/A,,,,,,,,,,,,,
Left,P1,30,3,145.29,N/A,-3.18,2.94,-1.11,,,,,,,,,,,,,
Left,P1,30,3,145.60,N/A,-4.03,2.34,-1.16,,,,,,,,,,,,,
Left,P1,30,3,146.64,N/A,-4.67,2.21,-1.50,,,,,,,,,,,,,
Left,P1,30,3,146.08,N/A,-4.64,3.54,-1.49,,,,,,,,,,,,,
Left,P1,30,3,96.02,2.97,-1.29,1.41,-0.39,,,,,,,,,,,,,
Left,P1,30,3,92.31,3.49,-3.96,0.35,-0.78,,,,,,,,,,,,,
Left,P1,30,3,91.89,3.56,-4.54,N/A,-1.04,,,,,,,,,,,,,
Left,P1,30,3,93.11,5.04,-4.03,0.20,-0.73,,,,,,,,,,,,,
Left,P1,30,3,90.08,3.66,-6.51,N/A,-1.58,,,,,,,,,,,,,
Left,P1,30,4,145.20,N/A,-10.17,10.21,N/A,,,,,,,,,,,,,
Left,P1,30,4,145.73,N/A,-8.85,5.50,-1.03,,,,,,,,,,,,,
Left,P1,30,4,147.76,N/A,-9.23,4.63,N/A,,,,,,,,,,,,,
Left,P1,30,4,144.73,N/A,-12.60,11.76,N/A,,,,,,,,,,,,,
Left,P1,30,4,148.25,N/A,-9.68,7.14,N/A,,,,,,,,,,,,,
Left,P1,30,4,118.06,19.12,N/A,N/A,-8.49,,,,,,,,,,,,,
Left,P1,30,4,118.95,25.78,N/A,N/A,-4.35,,,,,,,,,,,,,
Left,P1,30,4,121.47,19.99,N/A,N/A,-12.94,,,,,,,,,,,,,
Left,P1,30,4,121.75,23.09,N/A,N/A,-10.04,,,,,,,,,,,,,
Left,P1,30,4,122.93,18.82,N/A,N/A,-10.36,,,,,,,,,,,,,
Left,P1,30,4,140.10,N/A,-5.40,N/A,-10.55,,,,,,,,,,,,,
Left,P1,30,4,140.56,N/A,-4.95,N/A,-12.32,,,,,,,,,,,,,
Left,P1,30,4,141.41,N/A,-5.65,N/A,-12.05,,,,,,,,,,,,,
Left,P1,30,4,141.27,N/A,-6.10,N/A,-11.91,,,,,,,,,,,,,
Left,P1,30,4,141.76,N/A,-6.21,N/A,-13.60,,,,,,,,,,,,,
Left,P1,30,4,144.66,11.91,N/A,N/A,-17.07,,,,,,,,,,,,,
Left,P1,30,4,142.29,11.78,N/A,N/A,-14.82,,,,,,,,,,,,,
Left,P1,30,4,144.52,10.04,N/A,N/A,-17.57,,,,,,,,,,,,,
Left,P1,30,4,144.38,10.63,N/A,N/A,-16.32,,,,,,,,,,,,,
Left,P1,30,4,143.52,9.67,N/A,N/A,-16.04,,,,,,,,,,,,,
Left,P1,30,4,88.76,19.35,N/A,0.05,-3.20,,,,,,,,,,,,,
Left,P1,30,4,80.62,13.17,N/A,0.11,-0.86,,,,,,,,,,,,,
Left,P1,30,4,82.23,13.85,N/A,1.57,N/A,,,,,,,,,,,,,
Left,P1,30,4,79.91,15.30,N/A,2.36,N/A,,,,,,,,,,,,,
Left,P1,30,4,80.31,15.37,N/A,2.91,N/A,,,,,,,,,,,,,
Left,P1,30,4,146.34,N/A,-6.50,7.42,N/A,,,,,,,,,,,,,
Left,P1,30,4,147.14,N/A,-9.40,13.93,N/A,,,,,,,,,,,,,
Left,P1,30,4,143.11,N/A,-3.73,5.45,N/A,,,,,,,,,,,,,
Left,P1,30,4,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P1,30,4,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P1,30,4,134.98,N/A,-5.61,5.08,-2.45,,,,,,,,,,,,,
Left,P1,30,4,135.23,N/A,-4.84,5.56,-2.21,,,,,,,,,,,,,
Left,P1,30,4,134.78,N/A,-5.44,5.88,-1.66,,,,,,,,,,,,,
Left,P1,30,4,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P1,30,4,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P1,30,4,137.90,2.37,-5.94,N/A,-5.95,,,,,,,,,,,,,
Left,P1,30,4,139.14,N/A,-3.80,N/A,-7.62,,,,,,,,,,,,,
Left,P1,30,4,138.93,N/A,-4.42,N/A,-8.55,,,,,,,,,,,,,
Left,P1,30,4,138.76,N/A,-4.66,N/A,-9.32,,,,,,,,,,,,,
Left,P1,30,4,139.46,N/A,-4.24,N/A,-10.51,,,,,,,,,,,,,
Left,P1,30,4,133.51,5.26,-1.02,11.27,N/A,,,,,,,,,,,,,
Left,P1,30,4,136.39,4.36,-1.20,12.15,N/A,,,,,,,,,,,,,
Left,P1,30,4,135.55,3.49,-1.79,14.66,N/A,,,,,,,,,,,,,
Left,P1,30,4,139.08,0.61,-2.58,11.28,N/A,,,,,,,,,,,,,
Left,P1,30,4,136.66,3.59,-2.34,9.73,N/A,,,,,,,,,,,,,
Left,P2,0,1,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P2,0,1,134.74,6.68,N/A,5.47,-4.75,,,,,,,,,,,,,
Left,P2,0,1,132.27,5.14,N/A,6.30,-1.11,,,,,,,,,,,,,
Left,P2,0,1,133.20,8.56,N/A,3.55,-9.66,,,,,,,,,,,,,
Left,P2,0,1,134.71,6.52,-0.51,4.65,-6.25,,,,,,,,,,,,,
Left,P2,0,1,145.99,9.22,N/A,N/A,-11.47,,,,,,,,,,,,,
Left,P2,0,1,146.35,10.35,N/A,N/A,-12.73,,,,,,,,,,,,,
Left,P2,0,1,146.18,13.43,N/A,N/A,-9.30,,,,,,,,,,,,,
Left,P2,0,1,143.91,13.36,N/A,N/A,-9.98,,,,,,,,,,,,,
Left,P2,0,1,146.52,10.75,N/A,N/A,-8.11,,,,,,,,,,,,,
Left,P2,0,1,123.61,N/A,-7.56,N/A,-9.07,,,,,,,,,,,,,
Left,P2,0,1,128.83,N/A,-8.77,N/A,-9.56,,,,,,,,,,,,,
Left,P2,0,1,128.03,N/A,-8.79,N/A,-7.10,,,,,,,,,,,,,
Left,P2,0,1,129.50,N/A,-8.08,1.74,-2.57,,,,,,,,,,,,,
Left,P2,0,1,132.59,N/A,-8.98,4.93,-2.52,,,,,,,,,,,,,
Left,P2,0,1,155.48,15.28,N/A,N/A,-26.52,,,,,,,,,,,,,
Left,P2,0,1,156.17,13.98,N/A,N/A,-26.50,,,,,,,,,,,,,
Left,P2,0,1,156.80,14.10,N/A,N/A,-27.73,,,,,,,,,,,,,
Left,P2,0,1,155.85,14.33,N/A,N/A,-29.01,,,,,,,,,,,,,
Left,P2,0,1,155.46,13.45,N/A,N/A,-26.60,,,,,,,,,,,,,
Left,P2,0,1,119.28,10.90,N/A,6.12,N/A,,,,,,,,,,,,,
Left,P2,0,1,119.47,12.88,N/A,4.16,-0.73,,,,,,,,,,,,,
Left,P2,0,1,117.65,11.90,N/A,2.62,-0.41,,,,,,,,,,,,,
Left,P2,0,1,119.73,11.11,N/A,2.71,N/A,,,,,,,,,,,,,
Left,P2,0,1,119.89,10.66,N/A,3.28,N/A,,,,,,,,,,,,,
Left,P2,0,1,140.16,N/A,-12.96,13.08,-1.63,,,,,,,,,,,,,
Left,P2,0,1,146.33,N/A,-7.91,15.52,N/A,,,,,,,,,,,,,
Left,P2,0,1,150.25,N/A,-6.58,17.50,N/A,,,,,,,,,,,,,
Left,P2,0,1,152.44,N/A,-5.93,12.50,N/A,,,,,,,,,,,,,
Left,P2,0,1,141.16,N/A,-8.61,12.32,N/A,,,,,,,,,,,,,
Left,P2,0,1,122.02,1.54,-6.72,0.45,-12.63,,,,,,,,,,,,,
Left,P2,0,1,126.84,0.31,-7.80,4.26,-12.53,,,,,,,,,,,,,
Left,P2,0,1,126.15,0.30,-9.57,2.74,-10.23,,,,,,,,,,,,,
Left,P2,0,1,130.11,0.48,-6.19,4.40,-10.14,,,,,,,,,,,,,
Left,P2,0,1,130.19,N/A,-9.83,3.91,-9.22,,,,,,,,,,,,,
Left,P2,0,1,134.85,6.20,N/A,2.50,-2.72,,,,,,,,,,,,,
Left,P2,0,1,139.54,2.94,-0.82,4.84,-3.79,,,,,,,,,,,,,
Left,P2,0,1,134.43,0.97,-1.42,2.08,-2.47,,,,,,,,,,,,,
Left,P2,0,1,132.11,0.84,-0.98,1.60,-2.01,,,,,,,,,,,,,
Left,P2,0,1,132.79,0.29,-1.34,2.34,-2.34,,,,,,,,,,,,,
Left,P2,0,1,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P2,0,1,126.60,0.62,-3.57,6.69,N/A,,,,,,,,,,,,,
Left,P2,0,1,124.14,1.42,-0.85,2.88,-2.87,,,,,,,,,,,,,
Left,P2,0,1,123.88,2.06,N/A,2.29,-1.57,,,,,,,,,,,,,
Left,P2,0,1,124.11,2.96,N/A,1.53,-3.75,,,,,,,,,,,,,
Left,P2,0,1,124.40,3.15,N/A,2.11,-2.49,,,,,,,,,,,,,
Left,P2,0,2,122.64,N/A,-10.04,2.84,-7.83,,,,,,,,,,,,,
Left,P2,0,2,123.41,1.04,-10.18,0.70,-9.94,,,,,,,,,,,,,
Left,P2,0,2,123.12,N/A,-12.91,4.32,-3.85,,,,,,,,,,,,,
Left,P2,0,2,123.09,N/A,-14.00,1.08,-8.01,,,,,,,,,,,,,
Left,P2,0,2,122.51,N/A,-15.54,N/A,-11.18,,,,,,,,,,,,,
Left,P2,0,2,140.32,12.97,N/A,N/A,-18.27,,,,,,,,,,,,,
Left,P2,0,2,140.89,10.60,N/A,N/A,-18.16,,,,,,,,,,,,,
Left,P2,0,2,142.52,13.65,N/A,N/A,-18.81,,,,,,,,,,,,,
Left,P2,0,2,142.70,12.09,N/A,N/A,-17.61,,,,,,,,,,,,,
Left,P2,0,2,136.32,13.41,N/A,N/A,-12.75,,,,,,,,,,,,,
Left,P2,0,2,126.73,N/A,-7.52,N/A,-10.92,,,,,,,,,,,,,
Left,P2,0,2,126.06,N/A,-6.26,N/A,-9.38,,,,,,,,,,,,,
Left,P2,0,2,126.92,N/A,-7.52,N/A,-6.92,,,,,,,,,,,,,
Left,P2,0,2,128.19,N/A,-7.67,N/A,-8.56,,,,,,,,,,,,,
Left,P2,0,2,126.52,N/A,-6.90,N/A,-11.20,,,,,,,,,,,,,
Left,P2,0,2,147.16,14.50,N/A,N/A,-29.05,,,,,,,,,,,,,
Left,P2,0,2,146.14,15.15,N/A,N/A,-34.32,,,,,,,,,,,,,
Left,P2,0,2,146.72,18.14,N/A,N/A,-33.65,,,,,,,,,,,,,
Left,P2,0,2,143.91,18.96,N/A,N/A,-34.22,,,,,,,,,,,,,
Left,P2,0,2,141.48,19.75,N/A,N/A,-33.69,,,,,,,,,,,,,
Left,P2,0,2,116.97,9.49,N/A,N/A,-4.66,,,,,,,,,,,,,
Left,P2,0,2,117.46,10.07,N/A,2.80,-1.64,,,,,,,,,,,,,
Left,P2,0,2,118.83,8.61,N/A,2.01,-1.57,,,,,,,,,,,,,
Left,P2,0,2,119.49,10.16,N/A,1.27,-2.67,,,,,,,,,,,,,
Left,P2,0,2,119.61,10.16,N/A,1.57,-3.21,,,,,,,,,,,,,
Left,P2,0,2,143.82,N/A,-7.07,17.05,N/A,,,,,,,,,,,,,
Left,P2,0,2,143.42,N/A,-5.47,10.99,N/A,,,,,,,,,,,,,
Left,P2,0,2,142.09,N/A,-6.18,7.64,N/A,,,,,,,,,,,,,
Left,P2,0,2,141.82,N/A,-10.37,11.02,N/A,,,,,,,,,,,,,
Left,P2,0,2,139.60,N/A,-13.23,9.08,-1.56,,,,,,,,,,,,,
Left,P2,0,2,122.57,0.79,-9.40,N/A,-15.71,,,,,,,,,,,,,
Left,P2,0,2,122.01,0.22,-9.28,1.59,-14.74,,,,,,,,,,,,,
Left,P2,0,2,122.44,0.90,-6.79,N/A,-11.70,,,,,,,,,,,,,
Left,P2,0,2,121.23,1.14,-6.13,0.16,-16.36,,,,,,,,,,,,,
Left,P2,0,2,122.33,0.14,-7.04,N/A,-15.59,,,,,,,,,,,,,
Left,P2,0,2,125.37,4.00,-0.17,N/A,-7.08,,,,,,,,,,,,,
